"Address A","Port A","Address B","Port B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"15.186.110.142",46705,"41.177.26.176",80,32,12251,16,1631,16,10620,37.464822,1.025071000000004,12728.874390164143,82882.06377899644
"15.186.110.142",46776,"41.177.26.176",80,29,13334,14,1468,15,11866,38.416403,1.5167539999999988,7742.850851225716,62586.28624022094
"15.186.110.142",46812,"41.177.26.176",80,16,6559,8,1034,8,5525,38.905335,0.41657699999999664,19857.073242161874,106102.83332973342
"15.186.110.142",46912,"41.177.26.176",80,24,11648,12,1293,12,10355,40.331554,2.161091000000006,4786.471277701851,38332.49039489766
"15.186.110.142",47106,"41.177.26.176",80,29,13266,14,1478,15,11788,42.930982,0.5534150000000011,21365.521353776057,170403.7657092775
"15.186.110.142",47173,"41.177.26.176",80,20,9767,10,1159,10,8608,43.875125,3.1751210000000043,2920.2036709782046,21688.62226037997
"15.186.110.142",47368,"41.177.26.176",80,22,10499,11,1361,11,9138,47.042032,0.21689400000000347,50199.6366888887,337049.43428586697
"15.186.110.142",47388,"41.177.26.176",80,24,13233,12,1320,12,11913,47.329214,0.529040000000002,19960.683502192576,180145.168607288
"15.186.110.142",48264,"41.177.26.176",80,29,12172,14,1487,15,10685,59.177724,1.121579000000004,10606.475335219326,76213.98046860693
"15.186.110.142",48377,"41.177.26.176",80,28,12646,13,1416,15,11230,60.509766,1.2821330000000017,8835.276839454242,70070.73369143442
"15.186.110.142",48973,"41.177.26.176",80,30,12597,14,1474,16,11123,69.478871,1.7000730000000033,6936.172740817587,52341.281815545466
"15.186.110.142",49083,"41.177.26.176",80,32,12756,16,1620,16,11136,70.877307,2.101989000000003,6165.58887796272,42382.714657403
"15.186.110.142",49576,"41.177.26.176",80,36,24228,17,2011,19,22217,77.741352,0.7313719999999932,21997.013831538738,243017.23336414524
"15.186.110.142",49770,"41.177.26.176",80,30,13100,15,1569,15,11531,80.694979,1.00591399999999,12478.20390212297,91705.65276952197
"15.186.110.142",49836,"41.177.26.176",80,27,13785,13,1389,14,12396,81.874189,0.517479999999992,21473.293653861354,191636.39174461146
"15.186.110.142",50822,"41.177.26.176",80,28,12827,14,1459,14,11368,96.606672,1.6828610000000026,6935.807532529414,54041.30228224426
"15.186.110.142",51104,"41.177.26.176",80,29,12545,14,1502,15,11043,100.730143,0.9923749999999956,12108.325985640564,89022.79884116427
"15.186.110.142",51246,"41.177.26.176",80,29,12361,14,1496,15,10865,102.845771,1.7540639999999996,6823.012159191457,49553.49405722939
"15.186.110.142",51392,"41.177.26.176",80,22,11129,11,1219,11,9910,104.928757,2.2545879999999983,4325.402246441482,35163.85255310508
"15.186.110.142",51500,"41.177.26.176",80,50,24312,22,2005,28,22307,106.376563,4.229165999999992,3792.7099574715276,42196.499262502424
"15.186.110.142",51883,"41.177.26.176",80,29,13176,14,1499,15,11677,111.437866,1.1668690000000055,10277.074804455293,80056.97297640058
"15.186.110.142",52041,"41.177.26.176",80,28,12330,13,1417,15,10913,113.802358,1.7573700000000088,6450.548262460349,49678.78136078319
"15.186.110.142",52509,"41.177.26.176",80,31,13146,15,1565,16,11581,120.302314,1.0924640000000068,11460.33187363604,84806.45586490669
"15.186.110.142",52668,"41.177.26.176",80,29,12966,13,1416,16,11550,122.258928,1.312618999999998,8630.074682752587,70393.6176453336
"15.186.110.142",52995,"41.177.26.176",80,14,5311,7,957,7,4354,126.444644,0.5736909999999966,13345.16316274797,60715.61171432044
"15.186.110.142",53127,"41.177.26.176",80,28,14852,14,1542,14,13310,128.170435,1.0904280000000028,11312.98902816139,97649.73019768359
"15.186.110.142",53350,"41.177.26.176",80,14,5295,7,982,7,4313,131.110803,0.5726129999999898,13719.56277625576,60257.10209164063
"15.186.110.142",54529,"41.177.26.176",80,28,13520,14,1460,14,12060,146.763094,0.5448120000000074,21438.587989985244,177088.6103830288
"15.186.110.142",54988,"41.177.26.176",80,31,12819,15,1543,16,11276,164.956058,1.8690459999999973,6604.4388420616815,48264.19467471648
"15.186.110.142",55550,"41.177.26.176",80,27,12603,13,1376,14,11227,165.218958,1.5363860000000216,7164.866120883584,58459.267397645344
"15.186.110.142",55793,"41.177.26.176",80,29,12576,14,1493,15,11083,166.806063,1.6596310000000187,7196.780489156846,53423.923751724935
"15.186.110.142",55803,"41.177.26.176",80,29,12436,14,1455,15,10981,166.873315,1.0200780000000123,11410.89210825041,86118.90463278195
"15.186.110.142",55924,"41.177.26.176",80,34,22753,16,1936,18,20817,167.947257,0.7267329999999959,21311.816031472477,229157.06318551785
"15.186.110.142",55984,"41.177.26.176",80,30,12528,15,1557,15,10971,168.508659,1.0428579999999954,11944.099771972842,84161.02671696471
"15.186.110.142",56114,"41.177.26.176",80,24,12244,12,1345,12,10899,169.989913,1.2263710000000003,8773.853915332307,71097.57161576716
"15.186.110.142",56550,"41.177.26.176",80,98,84935,37,3054,61,81881,175.642726,1.087175000000002,22472.92294248852,602523.0528663727
"15.186.110.142",56693,"41.177.26.176",80,29,14840,14,1543,15,13297,177.666267,1.1308429999999987,10915.750462265774,94067.876796337
"15.186.110.142",56712,"41.177.26.176",80,32,12857,15,1570,17,11287,177.858421,1.0381519999999966,12098.421040464249,86977.62948007642
"15.186.110.142",56830,"41.177.26.176",80,16,5451,8,1027,8,4424,179.316264,0.5709439999999972,14390.20289205253,61988.56630422628
"15.186.110.142",57413,"41.177.26.176",80,34,12625,17,1703,17,10922,186.545936,1.4026509999999917,9713.036243513234,62293.47143373549
"15.186.110.142",57598,"41.177.26.176",80,28,12852,14,1463,14,11389,189.102176,1.590233000000012,7359.927759013875,57294.748631174996
"15.186.110.142",58030,"41.177.26.176",80,36,12043,16,1547,20,10496,194.87522,1.8124859999999785,6828.1906729211405,46327.53025402734
"15.186.110.142",58756,"41.177.26.176",80,34,13475,17,1705,17,11770,204.417441,1.3152860000000146,10370.368117656424,71588.99281220887
"15.186.110.142",59082,"41.177.26.176",80,28,12261,13,1413,15,10848,208.590739,1.1284670000000006,10017.129433115895,76904.33127419761
"15.186.110.188",59778,"41.177.26.46",80,2,160,1,78,1,82,213.061154,0.0002870000000143591,0,0
"15.186.164.176",41206,"41.177.26.46",80,12,2761,6,848,6,1913,64.625174,0.15104700000000548,44913.17272107194,101319.45685779555
"15.186.164.176",42690,"41.177.26.46",80,10,1548,5,791,5,757,82.445376,0.15056500000000028,42028.35984458531,40221.83110284587
"15.186.164.220",59629,"41.177.26.15",80,18,10230,9,1260,9,8970,197.227834,0.8545320000000061,11795.930404010533,83975.7902571226
"15.205.242.71",2052,"244.3.210.197",80,4,256,2,128,2,128,25.554173,0.04748999999999981,21562.43419667307,21562.43419667307
"15.205.242.71",2062,"244.3.210.197",80,13,1697,7,1103,6,594,25.554459,66.90624600000001,131.8860424481146,71.02475903370814
"15.205.242.71",2064,"244.3.210.197",80,12,1637,7,1105,5,532,89.787172,68.34770700000001,129.33864774717313,62.269828598639
"15.205.242.71",2067,"244.3.210.197",80,6,1249,4,911,2,338,158.085364,0.26927100000000337,27065.669901325833,10041.928020469959
"18.22.130.128",2176,"41.177.98.176",80,116,86568,49,12860,67,73708,135.937951,37.41624999999999,2749.607456653193,15759.569705676013
"18.22.130.128",2177,"41.177.98.176",80,62,44277,26,5778,36,38499,138.148178,35.200592,1313.1597332226686,8749.625574478974
"18.22.130.128",2178,"41.177.98.176",80,91,77570,35,5662,56,71908,138.151658,35.195471,1286.983771292619,16344.830276600078
"18.22.130.128",2179,"41.177.98.176",80,54,37393,23,5574,31,31819,138.153154,35.19761,1266.904201734152,7232.081951018834
"18.22.130.128",2184,"41.177.98.176",80,10,1141,6,595,4,546,140.419847,26.317249000000004,180.86996858980206,165.974794705936
"18.22.130.128",2188,"41.177.98.176",80,29,21438,12,1659,17,19779,149.348874,24.003601000000003,552.9170394058791,6592.0109236943235
"18.41.246.77",4590,"244.3.61.124",445,2,132,2,132,0,0,51.945609,3.0461799999999997,346.6636902612453,0
"18.72.39.168",9074,"244.3.160.239",80,12,2530,7,1517,5,1013,193.839452,0.11264700000000971,107734.78210692653,71941.55192769716
"18.72.39.168",10864,"244.3.160.239",80,11,2392,6,1262,5,1130,194.015908,0.11776299999999651,85731.51159532536,76764.3487343246
"18.84.163.155",42332,"41.177.26.176",80,58,31830,23,4874,35,26956,0.023482,38.456823,1013.916308167214,5607.535495066766
"18.84.163.155",15749,"41.177.26.176",80,3,192,2,128,1,64,0.125563,7.457166000000001,137.31758150482366,68.65879075241183
"18.91.139.55",55441,"41.177.98.176",80,69,52735,27,6447,42,46288,179.546626,20.35562999999999,2533.746192085434,18191.72386214527
"18.91.139.55",55442,"41.177.98.176",80,28,18021,13,4166,15,13855,181.577639,18.325744999999984,1818.6436622358344,6048.321637128537
"18.91.139.55",55443,"41.177.98.176",80,26,13022,13,4035,13,8987,181.581628,18.321730000000002,1761.8423587728885,3924.0835881764438
"18.91.139.55",55444,"41.177.98.176",80,29,16290,13,3343,16,12947,181.583131,18.318386000000004,1459.9539500914543,5654.209928756823
"18.91.139.55",55446,"41.177.98.176",80,72,64851,26,2484,46,62367,181.597855,18.305138,1085.5968417173365,27256.609592345056
"18.91.139.55",55447,"41.177.98.176",80,37,26016,15,3432,22,22584,181.600654,18.301626,1500.1945728756561,9871.909741790156
"18.91.139.55",55448,"41.177.98.176",80,49,44716,16,3916,33,40800,199.903432,5.083460000000002,6162.731682751509,64208.23612264085
"18.91.139.55",55449,"41.177.98.176",80,33,25960,13,2772,20,23188,202.683875,5.124799999999993,4327.1932563222035,36197.31501717145
"18.91.139.55",55450,"41.177.98.176",80,12,5420,6,2225,6,3195,202.68413,5.1552879999999845,3452.765393514398,4958.015924619551
"18.91.139.55",55451,"41.177.98.176",80,21,15058,9,2545,12,12513,202.684635,10.388475000000028,1959.8641764070226,9636.063041014175
"18.91.139.55",55452,"41.177.98.176",80,16,9825,7,2324,9,7501,202.684929,5.424205999999998,3427.5984356051385,11063.001663284917
"18.180.188.214",3095,"41.177.26.91",80,134,119046,50,3895,84,115151,48.106318,5.057200999999999,6161.511080931924,182157.6797125525
"18.197.116.244",4277,"244.3.61.22",445,2,132,2,132,0,0,177.600143,3.001107999999988,351.87004266424407,0
"18.218.26.247",1136,"244.3.210.197",80,6,1145,4,808,2,337,126.631128,0.5776029999999963,11191.077608669002,4667.565784803779
"18.224.64.143",3945,"244.3.31.26",445,2,132,2,132,0,0,69.957955,2.9447739999999953,358.6013731444252,0
"30.176.25.202",50207,"41.177.26.91",8000,4,256,0,0,4,256,1.7924449999999998,173.40238200000002,0,11.8106797402587
"40.26.47.156",49273,"41.177.26.13",80,78,54782,28,6501,50,48281,36.577207,29.697159,1751.2786324105953,13006.227296018451
"40.26.47.156",49274,"41.177.26.13",80,78,57122,27,5163,51,51959,36.709303,29.564730000000004,1397.0700899348647,14059.725896363672
"40.26.47.156",49275,"41.177.26.13",80,61,41445,22,5438,39,36007,36.709901,29.563503999999995,1471.5441038383003,9743.635260556395
"40.26.47.156",49276,"41.177.26.13",80,28,8291,15,3658,13,4633,36.919862,29.354094999999994,996.9307519104236,1262.6517697104955
"40.26.47.156",49277,"41.177.26.13",80,29,8585,16,3737,13,4848,36.920249,29.353499,1018.4816467706286,1321.2734877024373
"40.26.47.156",49278,"41.177.26.13",80,50,28445,22,4159,28,24286,36.920962,4.565706999999996,7287.370827781991,42553.76002008017
"40.26.230.139",60152,"41.177.26.176",80,106,80203,47,4696,59,75507,102.074966,15.993938999999997,2348.889788813125,37767.806917357884
"40.26.230.139",63989,"41.177.26.176",80,26,10081,13,2123,13,7958,102.542662,15.386456999999993,1103.8278662852667,4137.664700846987
"40.117.122.151",14057,"41.177.26.176",80,97,61280,39,4472,58,56808,135.156887,19.57485699999998,1827.6506438846545,23216.721327772688
"40.117.122.151",14097,"41.177.26.176",80,52,27718,23,3435,29,24283,135.801859,18.929963999999984,1451.666786054111,10262.248781878305
"40.117.122.151",14098,"41.177.26.176",80,128,100112,45,5727,83,94385,135.806181,18.925637999999992,2420.8430912606495,39897.201880327644
"40.117.122.151",14231,"41.177.26.176",80,35,20235,15,1544,20,18691,137.901348,15.997156999999987,772.1371991285707,9347.160873647745
"40.118.197.55",29733,"244.3.61.39",445,2,132,2,132,0,0,131.38919,2.9503449999999987,357.92424275805047,0
"40.138.160.255",5310,"244.3.160.239",80,1139,1052679,391,28270,748,1024409,12.387615,10.081007,22434.26673545609,812941.80234177
"40.138.160.255",14159,"244.3.160.239",80,228,183423,99,7962,129,175461,52.08133,5.496449999999996,11588.570804792193,255380.83672188432
"40.138.160.255",12280,"244.3.160.239",80,535,486300,182,13591,353,472709,86.795089,7.110858999999991,15290.417093068523,531816.4795561275
"40.138.160.255",10184,"244.3.160.239",80,97,72781,31,3115,66,69666,109.206455,2.3407029999999907,10646.374187583859,238102.8263731034
"40.138.160.255",4535,"244.3.160.239",80,11,2061,6,1575,5,486,111.619307,4.1858450000000005,3010.1449050311226,928.8447135524606
"40.138.160.255",6208,"244.3.160.239",80,176,146795,72,6027,104,140768,126.556469,6.518651999999989,7396.6212646418435,172757.18967663895
"40.138.160.255",4031,"244.3.160.239",80,512,477260,176,13235,336,464025,178.618993,7.322867000000002,14458.817837330647,506932.59893973207
"40.193.220.98",7481,"244.3.160.239",80,2,132,1,66,1,66,213.068367,0.00014899999999329339,0,0
"41.48.186.199",1894,"41.177.26.176",80,55,33754,23,4440,32,29314,5.620014,28.385631,1251.3373403606915,8261.64477372372
"41.48.186.199",1895,"41.177.26.176",80,22,5837,12,4036,10,1801,6.060381,22.946344,1407.108687989686,627.8995904532766
"41.64.157.218",56283,"244.3.210.197",80,2,128,1,64,1,64,98.509253,15.776972,32.45236158117033,32.45236158117033
"41.106.176.15",40923,"41.177.241.46",443,417,65239,175,28501,242,36738,0.097729,211.46971200000002,1078.2064147323376,1389.8160508205542
"41.106.176.15",28445,"41.177.241.46",443,120,14809,58,7965,62,6844,0.534572,210.615922,302.5412295277467,259.96135277939715
"41.106.176.15",42496,"41.177.241.46",443,76,7618,38,4997,38,2621,2.319327,202.427109,197.48343093710832,103.58296427579766
"41.106.176.15",30525,"41.177.241.46",443,92,11000,46,6356,46,4644,2.987227,197.27421600000002,257.75289356618197,188.32668938347217
"41.106.176.15",44756,"41.177.241.46",443,1600,243116,600,89855,1000,153261,3.449929,206.690096,3477.863786951843,5932.011372233336
"41.106.176.15",56908,"41.177.241.46",443,90,10063,45,6183,45,3880,8.043607,197.255441,250.76114376992015,157.3594109376177
"41.106.176.15",40950,"41.177.241.46",443,4960,735309,1629,321664,3331,413645,8.659461,203.712445,12632.080479913733,16244.270201557887
"41.106.176.15",47278,"41.177.241.46",443,78,7935,37,5013,41,2922,9.752181,190.712121,210.28553292635237,122.57217777993252
"41.106.176.15",29201,"41.177.241.46",443,4766,730687,1556,309757,3210,420930,11.806351,188.406971,13152.676818948488,17873.224022055958
"41.106.176.15",33082,"41.177.241.46",443,74,7463,37,4906,37,2557,12.172501,194.342702,201.95252816851337,105.25736129777593
"41.106.176.15",53786,"41.177.241.46",443,28,5732,12,3640,16,2092,30.097266,180.20159800000002,161.59679116719042,92.87376019828636
"41.106.180.77",25958,"41.177.241.46",443,44,3602,22,2005,22,1597,2.327272,193.23908,83.00598408976073,66.11499081862738
"41.106.180.77",49572,"41.177.241.46",443,42,3255,21,1722,21,1533,6.973925,192.875079,71.42446847682173,63.585197546438856
"41.106.180.77",47084,"41.177.241.46",443,42,3255,21,1722,21,1533,11.335481,191.32144100000002,72.00447544193439,64.10154521050256
"41.106.180.77",1269,"41.177.241.46",443,42,3255,21,1722,21,1533,13.485122,192.246286,71.65808134259613,63.793169975725824
"41.106.180.77",60133,"41.177.241.46",443,21,4293,9,2724,12,1569,40.222045,120.188762,181.31478881528042,104.4357208704754
"41.106.180.204",58774,"41.177.241.46",443,74,7463,37,4906,37,2557,4.351457,197.345201,198.87993121251526,103.65592827362445
"41.113.177.123",56482,"41.177.26.176",80,18,8388,9,1467,9,6921,196.6992,16.037615000000017,731.7796318218132,3452.3836617851184
"41.122.143.43",56619,"41.177.26.176",80,26,13355,12,1461,14,11894,181.037805,1.2227819999999952,9558.53128358125,77815.99663717684
"41.122.143.43",56620,"41.177.26.176",80,69,56781,26,2415,43,54366,181.758096,2.6099200000000167,7402.525747915598,166644.18832761052
"41.122.143.43",56621,"41.177.26.176",80,15,4045,8,1159,7,2886,181.759247,1.9330880000000263,4796.470724560844,11943.58456521363
"41.122.143.43",56622,"41.177.26.176",80,22,6038,12,2617,10,3421,181.760062,2.7889959999999974,7506.643967936856,9812.850215633161
"41.122.143.43",56623,"41.177.26.176",80,18,4401,10,1888,8,2513,181.760653,2.7889179999999953,5415.720361803404,7208.530333269044
"41.122.143.43",56624,"41.177.26.176",80,14,2982,8,1157,6,1825,184.212653,0.5100230000000181,18148.201159554905,28626.159996705013
"41.177.2.124",1274,"41.177.98.176",80,51,34357,22,11965,29,22392,125.88739699999999,20.167350999999996,4746.285221098201,8882.475442610188
"41.177.2.124",1275,"41.177.98.176",80,37,18256,19,14283,18,3973,128.378116,17.67667499999999,6464.1116046994175,1798.075712768381
"41.177.2.124",1283,"41.177.98.176",80,61,46733,23,5861,38,40872,151.335748,34.79369700000001,1347.6004001529354,9397.564162267663
"41.177.3.18",5730,"244.3.153.57",2091,4,256,4,256,0,0,11.0644,180.04174899999998,11.375139440574976,0
"41.177.3.18",5730,"244.3.153.30",1297,52,7793,25,4724,27,3069,14.786396,60.31579500000001,626.5688780194308,407.05755432718735
"41.177.3.203",58381,"41.177.3.224",1791,186,73906,112,36270,74,37636,3.056985,205.217985,1413.911163780309,1467.161857183229
"41.177.3.203",58386,"41.177.3.224",1791,147,52866,93,25350,54,27516,3.381102,205.103855,988.7673734850083,1073.2514023200588
"41.177.3.203",36735,"41.177.3.224",1791,360,228451,187,133221,173,95230,7.173604,195.451429,5452.853455474096,3897.848196341404
"41.177.3.203",58669,"41.177.3.184",657,21,3092,11,1638,10,1454,14.063454,0.006458000000000297,2029111.1799317743,1801176.834933333
"41.177.3.203",58675,"244.3.31.68",4888,20,2716,10,1534,10,1182,59.43984,0.15819600000000378,77574.65422640083,59773.95130091642
"41.177.3.203",58677,"244.3.31.68",4888,94,81827,64,79310,30,2517,96.656491,0.1698899999999952,3734651.8335394543,118523.75066219653
"41.177.3.203",58679,"244.3.31.68",4888,22,2844,11,1598,11,1246,119.649272,0.23336600000000374,54780.90210227623,42714.02003719411
"41.177.3.203",58684,"41.177.230.224",25,40,18919,21,17286,19,1633,176.387956,0.4278799999999876,323193.41871553706,30531.924838740717
"41.177.3.203",32954,"41.177.230.68",2049,7,1280,4,646,3,634,176.456334,0.03903700000000754,132387.2223787433,129928.01700947872
"41.177.3.203",58686,"244.3.31.68",4888,28,4416,13,1787,15,2629,179.908683,0.2198150000000112,65036.50797261002,95680.45856742683
"41.177.3.215",64703,"41.177.3.203",30383,14,2434,8,1377,6,1057,33.81087,0.8603609999999975,12803.927653624505,9828.432483573784
"41.177.3.215",64808,"41.177.3.224",30383,14,2442,8,1385,6,1057,84.734048,0.9610409999999945,11529.164728664087,8798.792143103206
"41.177.3.215",64835,"41.177.180.176",383,5,995,0,0,5,995,85.431508,0.3638480000000044,0,21877.26743035527
"41.177.3.215",64922,"244.3.210.95",383,13,2367,8,1372,5,995,91.2013,0.2871509999999944,38223.791663620235,27720.60692806278
"41.177.3.215",65018,"41.177.3.203",30383,14,2434,8,1377,6,1057,154.328664,0.8423310000000015,13077.994280158251,10038.808971769988
"41.177.3.215",65167,"41.177.3.224",30383,14,2442,8,1385,6,1057,202.926547,0.6820920000000115,16244.143018830031,12397.154636031295
"41.177.3.215",65237,"244.3.210.95",383,13,2367,8,1372,5,995,211.200788,0.18245200000001205,60158.28820730535,43627.91309494812
"41.177.3.224",51236,"41.177.117.184",1613,185,72622,114,35681,71,36941,0.032992,210.291507,1357.3919559195513,1405.3254181111556
"41.177.3.224",51186,"41.177.117.184",1606,191,75356,117,36822,74,38534,0.03707,210.077416,1402.2259298924355,1467.4209435249336
"41.177.3.224",51309,"41.177.117.184",1605,379,131104,197,59032,182,72072,0.037079,210.28742499999998,2245.7643389755713,2741.8472597683863
"41.177.3.224",65162,"41.177.117.184",1606,308,90135,162,46195,146,43940,0.1981,198.36653299999998,1863.015874759479,1772.0731147728434
"41.177.3.224",65138,"41.177.117.184",1606,65,25349,35,12340,30,13009,0.230101,182.384737,541.2733632420129,570.6179240206926
"41.177.3.224",51146,"41.177.117.184",1606,193,76174,118,37197,75,38977,0.350048,210.184455,1415.7850065553134,1483.5350216551456
"41.177.3.224",38629,"41.177.117.184",1606,4314,2131461,2250,1571231,2064,560230,0.368873,164.846192,76251.976751759,27188.01050618142
